Caption / Title,Item ID,Digital Image ID,Digital Image Source ID,Series ID,Series Title,Coverage Temporal,Coverage Place,Creating Agency ID,Creating Agency Title
A flyer advertising the March to Freedom Column and letters from Rockhampton police reporting the event 2 October 1918 to 4 October 1918,ITM2041163,DR25148,https://www.archivessearch.qld.gov.au/api/download_file/DR25148 ,S16865,General Correspondence,1910 to 1919,Rockhampton Region,A1521,Police Department Police Service Commissioners Office
A letter to and reply from the Private Secretary of the Lieutenant Governor and a letter to the Lieutenant Governor from Basil Stubbs a 15 year old who offers his assistance to the empire 25 August 1914 - 22 September 1914,ITM2105339,DR26083,https://www.archivessearch.qld.gov.au/api/download_file/DR26083 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
A telegram from the Governor of Queensland and letters to and from Archbishop Duhig and T. J. Ryan Premier of Queensland concerning the death of Archbishop Dunne 15 January 1917 to 16 January 1917,ITM2125345,DR26734,https://www.archivessearch.qld.gov.au/api/download_file/DR26734 ,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Acknowledgement from Colonial Office to the Governor of Queensland in regards of the receipt for resolutions from various associations and societies that were presented to the King as tokens of devotion and loyalty 15 November 1918 - 8 May 1919,ITM2125362,DR26750,https://www.archivessearch.qld.gov.au/api/download_file/DR26750 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Acting Premiers speech for the unveiling of the Cross of Sacrifice at Toowong Cemetery 25 April 1924,ITM2125353,DR26740,https://www.archivessearch.qld.gov.au/api/download_file/DR26740 ,S5402,Inwards and General Correspondence,1920 to 1929,Brisbane City,A40,Premier and Chief Secretarys Department
Addison Gardens School Empire Day celebrations when an Australian flag sent from West End State School was presented and unfurled by Major Sir T.B. Robinson Agent General of Queensland,ITM2140138,DR26935,https://www.archivessearch.qld.gov.au/api/download_file/DR26935 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Addison Gardens School Empire Day celebrations when an Australian flag sent from West End State School was presented and unfurled by Major Sir T.B. Robinson Agent General of Queensland 22 May 1914,ITM2140138,DR26934,https://www.archivessearch.qld.gov.au/api/download_file/DR26934 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Addison Gardens School Empire Day celebrations when an Australian flag sent from West End State School was presented and unfurled by Major Sir T.B. Robinson Agent General of Queensland 22 May 1914,ITM2140138,DR26936,https://www.archivessearch.qld.gov.au/api/download_file/DR26936 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Addison Gardens School Empire Day celebrations when an Australian flag sent from West End State School was presented and unfurled by Major Sir T.B. Robinson Agent General of Queensland 22 May 1914,ITM2140138,DR26937,https://www.archivessearch.qld.gov.au/api/download_file/DR26937 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Addison Gardens School Empire Day celebrations when an Australian flag sent from West End State School was presented and unfurled by Major Sir T.B. Robinson Agent General of Queensland 22 May 1914,ITM2140138,DR26938,https://www.archivessearch.qld.gov.au/api/download_file/DR26938 ,S5402,Inwards and General Correspondence,1910 to 1919,Queensland,A112,Chief Secretarys Department
Addison Gardens School Magazine England featuring an article and program about Empire Day 1914 when an Australian flag sent from West End State School was presented and unfurled by Major Sir T.B. Robinson Agent General of Queensland June 1914,ITM2140137,DR26933,https://www.archivessearch.qld.gov.au/api/download_file/DR26933 ,S5402,Inwards and General Correspondence,1910 to 1919,Brisbane City,A112,Chief Secretarys Department
Address to the Governor of Queensland Sir Hamilton John Goold Adams from the Speaker of the Legislative Assembly 25 August 1915,ITM2043635,DR25247,https://www.archivessearch.qld.gov.au/api/download_file/DR25247 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Address to the Governor of Queensland Sir Hamilton John Goold-Adams from the Chairman of the Legislative Council 4 August 1915,ITM2043634,DR25246,https://www.archivessearch.qld.gov.au/api/download_file/DR25246 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
An Act to Constitute Anzac Day as a national Holiday known as The Anzac Day Act of 1921 31 October 1921,ITM2125350,DR26738,https://www.archivessearch.qld.gov.au/api/download_file/DR26738 ,S5402,Inwards and General Correspondence,1920 to 1929,Queensland,A40,Premier and Chief Secretarys Department
An example of the many thousands of signatures collected for the ANZAC Square petition addressed to the Honourable the Premier and Chief Secretary Brisbane c. 2 October 1923,ITM2105344,DR26088,https://www.archivessearch.qld.gov.au/api/download_file/DR26088 ,S6717,General Correspondence  and Papers Bundles 1 to 294,1920 to 1929,Queensland,A40,Premier and Chief Secretarys Department
Anzac Square Memorial Site 21 August 1929,ITM2048041,DR25960,https://www.archivessearch.qld.gov.au/api/download_file/DR25960 ,S8126,Photographs of Construction Stages of Government Buildings Anzac Square,1920 to 1929,Brisbane City,A2723,Public Works Department II
Anzac Square showing preparations for foundations of buildings in background c.1929,ITM2058349,DR25987,https://www.archivessearch.qld.gov.au/api/download_file/DR25987 ,S8126,Photographs of Construction Stages of Government Buildings Anzac Square,1920 to 1929,Brisbane City,A2723,Public Works Department II
Appeal for assistance from the British Red Cross Society and The Order of St John of Jerusalem in England and the response of the Queensland Division of the Australian Red Cross Society 29 June 1917 to 21 September 1917,ITM2047010,DR25304,https://www.archivessearch.qld.gov.au/api/download_file/DR25304 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Applications and supporting documentation by T.B. ex sailors or soldiers for a dwelling house part 1 1923 to 1932,ITM2052551,DR25686,https://www.archivessearch.qld.gov.au/api/download_file/DR25686 ,S6773,Anzac Workers Committee Correspondence,Various decades,Queensland,A1674,Queensland War Council
Applications and supporting documentation by T.B. ex sailors or soldiers for a dwelling house part 2 1923 to 1932,ITM2052551,DR25687,https://www.archivessearch.qld.gov.au/api/download_file/DR25687 ,S6773,Anzac Workers Committee Correspondence,Various decades,Queensland,A1674,Queensland War Council
Approval of expenditure in connection with fitting up of Immigration Depot as a Military Hospital 10 June 1915,ITM1999807,DR24668,https://www.archivessearch.qld.gov.au/api/download_file/DR24668 ,S8845,Executive Council Submissions and Minutes Chief Secretarys Department Premier and Chief Secretarys Department,1910 to 1919,Queensland,A112,Chief Secretarys Department
Approved design of Windsor War Memorial 1925,ITM2037538,DR25110,https://www.archivessearch.qld.gov.au/api/download_file/DR25110 ,S10797,General Correspondence,1920 to 1929,Brisbane City,A247,Brisbane City Council II
Army Barracks Barracks Hill Thursday Island c 1914 to 1918,ITM2135959,DR26918,https://www.archivessearch.qld.gov.au/api/download_file/DR26918 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Torres Shire,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Army Barracks Barracks Hill Thursday Island c 1914 to 1918,ITM2135959,DR26919,https://www.archivessearch.qld.gov.au/api/download_file/DR26919 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Torres Shire,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Army Barracks Barracks Hill Thursday Island c 1914 to 1918,ITM2135959,DR26920,https://www.archivessearch.qld.gov.au/api/download_file/DR26920 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Torres Shire,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Army Barracks Barracks Hill Thursday Island c 1914 to 1918,ITM2135959,DR26921,https://www.archivessearch.qld.gov.au/api/download_file/DR26921,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Torres Shire,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Bench Records and Summons Book - Warwick pg 74 Friday 7 December 1917,ITM269520,DR23419,https://www.archivessearch.qld.gov.au/api/download_file/DR23419,S7051,Bench Record and Summons Sheets,1910 to 1919,Southern Downs Region,A805,Court of Petty Sessions Warwick
Booklet titled Queensland Local War Council Committees circa 1915 to1919,ITM1839175,DR24651,https://www.archivessearch.qld.gov.au/api/download_file/DR24651 ,S16753,Queensland War Council Miscellaneous Files,1910 to 1919,Queensland,A1674,Queensland War Council
Cablegram to the Governor of Queensland Sir H.J. Goold Adams from the Governor General of Australia Sir Ronald Munro Ferguson about distributing a message on behalf of His Majesty the King 7 November 1919 to 8 November 1919,ITM2184766,DR27300,https://www.archivessearch.qld.gov.au/api/download_file/DR27300 ,S1139,Official Correspondence,1910 to 1919,Queensland,A910,Office of the Governor of Queensland
Canteens at various sites at Military Camps Enoggera 25 May 1918,ITM109357,DR24013,https://www.archivessearch.qld.gov.au/api/download_file/DR24013 ,S17583,Plans of Government and Business Premises,1910 to 1919,Brisbane City,A1848,State Government Insurance Office
Caption on photo sheet says Group on HMAS Torrens taken on her trip to Chesne for the signing of the peace terms between England and Turkey c.1916 to 1918,ITM2105336,DR26080,https://www.archivessearch.qld.gov.au/api/download_file/DR26080 ,S189,Photographic Proofs and Prints of Queensland Industry Services Views People and Events colour and black and white,1910 to 1919,Queensland,A2024,Premier and Chief Secretarys Department State Public Relations Bureau Photographic Unit
Circular addressed to The Editor from the chairman of the Queensland War Council appealing for support from the people of Queensland 1 November 1915,ITM1994554,DR24609,https://www.archivessearch.qld.gov.au/api/download_file/DR24609 ,S16753,Queensland War Council Miscellaneous Files,1910 to 1919,Queensland,A1674,Queensland War Council
Circular from Hon Secretary of the Queensland Recruiting Sub Committee to the Commissioner of Police requesting the facilitation of a recruiting address for employees 27 October 1915,ITM2041162,DR25147, https://www.archivessearch.qld.gov.au/api/download_file/DR25147 ,S16865,General Correspondence,1910 to 1919,Brisbane City,A1521,Police Department Police Service Commissioners Office
Circular from the Chairman of the Queensland War Council Hon T. J. Ryan regarding the establishment of Local War Council Committees 1 November 1915,ITM1999825,DR24638,https://www.archivessearch.qld.gov.au/api/download_file/DR24638 ,S16753,Queensland War Council Miscellaneous Files,1910 to 1919,Queensland,A1674,Queensland War Council
Circular from the Commissioner of Police requesting information about Greeks resident in Queensland 21 June 1916,ITM319342,DR25114,https://www.archivessearch.qld.gov.au/api/download_file/DR25114 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Circular from the Commissioner of Police W.G. Cahill outlining the process for police making contributions to the Patriotic Fund 21 August 1914,ITM2148269,DR26979,https://www.archivessearch.qld.gov.au/api/download_file/DR26979 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
Circular from the Prime Ministers Department to the Premier of Queensland about the definition of passportand the requirement for a full personal description of the bearer 27 March 1917,ITM2131401,DR26773,https://www.archivessearch.qld.gov.au/api/download_file/DR26773 ,S16865,General Correspondence,1910 to 1919,Queensland,A1521,Police Department Police Service Commissioners Office
